,name,title,company_ticker,source
17580,Francois Henrot,Deputy Chairman & Senior Independent Director,RXL,investing
17581,Helmut Stengele,Member of Supervisory Board,SAPG,investing
17582,Antonio Domingues,Non-Executive Director,NOS,investing
17583,Agnes Touraine,Independent Director,RXL,investing
17584,Guillaume Jean Philippe Texier,CEO & Director,RXL,investing
17585,Miguel Nuno Santos Almeida,CEO & Vice-Chairman,NOS,investing
17586,Mats Jonsson,Independent Chairman,BONAVb,investing
17587,Per-Ingemar Persson,Director,BONAVb,investing
17588,Frank Roseen,Independent Director,BONAVb,investing
17589,Angela Langemar Olsson,Director,BONAVb,investing
17590,Viveca Ax:son Johnson,Director,BONAVb,investing
17591,Jorge Filipe Pinto Sequeira dos Santos Graca,Executive Director,NOS,investing
17592,Åsa Hedenberg,Independent Director,BONAVb,investing
17593,Nick Hampton,CEO & Executive Director,TATE,investing
17594,Luc Jobin,Independent Chairman of the Board,BATS,investing
17595,Karen Jane Guerra,Independent Non-Executive Director,BATS,investing
17596,Gerard M. Murphy,Independent Non-Executive Chairman,TATE,investing
17597,Susan Jane Mair,Independent Non-Executive Director,BATS,investing
17598,Marion Helmes,Independent Non-Executive Director,BATS,investing
17599,Ming Sang Kwan,Independent Non-Executive Director,BATS,investing
17600,Paul A. Forman,Senior Independent Director,TATE,investing
17601,Randeep Singh Grewal,Director,BBH,investing
17602,J. Darrell Thomas,Independent Non-Executive Director,BATS,investing
17603,Dimitri Panayotopoulos,Senior Independent Director,BATS,investing
17604,Tadeu Luiz Marroco,"Finance & Transformation Director, Member of Management Board and Executive Director",BATS,investing
17605,Jack Marie Henry David Bowles,"CEO, Member of Management Board & Director",BATS,investing
17606,Anne O’Leary,Non-Executive Director,GNC,investing
17607,Holly Keller Koeppel,Independent Non-Executive Director,BATS,investing
17608,Patricia Corsi,Independent Non-Executive Director,TATE,investing
17609,Tony Young,Member of the Board of Director,BBH,investing
17610,Karen Mary Geary,Independent Non-Executive Director,NEX,investing
17611,Jun Makihara,Independent Director,PM,investing
17612,Andre Calantzopoulos,Executive Chairman of the Board,PM,investing
17613,Robert Bram Polet,Independent Director,PM,investing
17614,Jonathan Myers,CEO & Director,PZC,investing
17615,Michael J. E. McKeon,Independent Non-Executive Director,NEX,investing
17616,Josephine Dixon,Director,BBH,investing
17617,Lars Vinge Frederiksen,Independent Non-Executive Director,TATE,investing
17618,John Amaechi,Director,GNC,investing
17619,Michel Combes,Independent Director,PM,investing
17620,Zillah Ellen Byng-Thorne,CEO & Executive Director,FUTR,investing
17621,Lisa A. Hook,Independent Director,PM,investing
17622,Francesco Umile Chiappetta,Independent Director,AGL,investing
17623,Dariusz Kucz,Independent Non-Executive Director,PZC,investing
17624,Werner Geissler,Independent Director,PM,investing
17625,Kate Bolsover,Non-Executive Director,BBH,investing
17626,Carolyn A. Flowers,Independent Non-Executive Director,NEX,investing
17627,John Cheung,Independent Non-Executive Director,TATE,investing
17628,Richard Norman Legh Huntingford,Independent Non-Executive Chairman,FUTR,investing
17629,Paul Gary Kennedy,Independent Non-Executive Chairman,GNC,investing
17630,Sarah Pollard,CFO & Director,PZC,investing
17631,Massimo Di Fasanella D'Amore di Ruffano,Independent Director,AGL,investing
17632,Jacek Olczak,CEO & Director,PM,investing
17633,Eui-Sun Chung,Executive Chairman,HYMLY,investing
17634,Warren G. Tucker,Independent Non-Executive Director,TATE,investing
17635,Ana María de Pro Gonzalo,Independent Non-Executive Director,NEX,investing
17636,John Ross Nicolson,Senior Independent Non Executive Director,PZC,investing
17637,Penelope Ladkin-Brand,CFO & Director,FUTR,investing
17638,Patrick F. Coveney,CEO & Executive Director,GNC,investing
17639,Brant Bough,Director,PM,investing
17640,Ernesto Albanese,Independent Director,AGL,investing
17641,Gang Hyun Seo,EVP & Director,HYMLY,investing
17642,Kimberly A. Nelson,Independent Non-Executive Director,TATE,investing
17643,Juan Jose Daboub,Independent Director,PM,investing
17644,Emma Hynes,CFO & Executive Director,GNC,investing
17645,Matthew Crummack,Senior Independent Non-Executive Director,NEX,investing
17646,Caroline Louise Silver,Non-Executive Chair of the Board,PZC,investing
17647,Alan Philip Stephen Newman,Independent Non-Executive Director,FUTR,investing
17648,Kalpana Jaisingh Morparia,Independent Director,PM,investing
17649,Francesca Michela Maurelli,Chairperson of the Board of Statutory Auditors,AGL,investing
17650,Frederik Paulsen,Independent Director,PM,investing
17651,Sang-Seung Yi,Independent Outside Director,HYMLY,investing
17652,Jeremy Townsend,Non-Executive Independent Director,PZC,investing
17653,Lucio A. Noto,Independent Lead Director,PM,investing
17654,Sybella Stanley,Independent Non-Executive Director,TATE,investing
17655,Mikael Wintzell,Independent Director,RESURS,investing
17656,Chris E. Muntwyler,Adviser to the Board,NEX,investing
17657,Helen A. Weir,Independent Non-Executive Director,GNC,investing
17658,Hugo Charles Drayton,Senior Independent Non-Executive Director,FUTR,investing
17659,Shlomo Yanai,Independent Director,PM,investing
17660,Chi-Won Yoon,Independent Outside Director,HYMLY,investing
17661,Rosalba Casiraghi,Independent Director,AGL,investing
17662,Kristina Patek,Independent Director,RESURS,investing
17663,Valeria Juarez,Non-Executive Independent Director,PZC,investing
17664,Marita Odelius Engstrom,Independent Director,RESURS,investing
17665,Martin Bengtsson,Chairman,RESURS,investing
17666,John A. Armitt,Independent Non-Executive Chairman,NEX,investing
17667,Fredrik Carlsson,Independent Director,RESURS,investing
17668,A. Kirsty Bashforth,Non-Executive Independent Director,PZC,investing
17669,Rob Hattrell,Independent Non-Executive Director,FUTR,investing
17670,Paul Joseph Drechsler,Independent Non-Executive Director,GNC,investing
17671,Dal Hoon Shim,Independent Director,HYMLY,investing
17672,Paolo Roverato,Director,AGL,investing
17673,Susanne Ehnbage,Independent Director,RESURS,investing
17674,Johanna Berlinde,Independent Director,RESURS,investing
17675,Jitesh H. Sodha,Non-Executive Independent Director,PZC,investing
17676,Chris Davies,Group CFO & Executive Director,NEX,investing
17677,Christopher P. Bogart,CEO & Director,BURF,investing
17678,Lars Nordstrand,Independent Director,RESURS,investing
17679,Meredith Eve Amdur,Independent Non-Executive Director,FUTR,investing
17680,Alessandro Benetton,Director,AGL,investing
17681,Byung-Kook Lee,Independent Outside Director,HYMLY,investing
17682,Helen C. Rose,Independent Non-Executive Director,GNC,investing
17683,Melanie Gee,Independent Non-Executive Director,ABDN,investing
17684,Charles Nigel Kennedy Parkinson,Independent Non-Executive Director,BURF,investing
17685,Jose Ignacio Garat,Group CEO & Director,NEX,investing
17686,You-Jae Yi,Independent Outside Director,HYMLY,investing
17687,Mark David Brooker,Independent Non-Executive Director,FUTR,investing
17688,Antonella Caru,Statutory Auditor,AGL,investing
17689,John Devine,Independent Non-Executive Director,ABDN,investing
17690,Robert Andrew Joseph Gillespie,Independent Non-Executive Director,BURF,investing
17691,Sly G. Bailey,Senior Independent Non-Executive Director,GNC,investing
17692,Jorge Cosmen,Non-Executive Deputy Chairman,NEX,investing
17693,Eun-Soo Choi,Independent Director,HYMLY,investing
17694,Angela Charlotte Seymour-Jackson,Independent Non-Executive Director,FUTR,investing
17695,Franca Bertagnin Benetton,Director,AGL,investing
17696,Andrea Kyle Muller,Independent Non Executive Director,BURF,investing
17697,Jonathan Paul Asquith,Senior Independent Non-Executive Director,ABDN,investing
17698,Gordon J. Hardie,Independent Non-Executive Director,GNC,investing
17699,Ashley Steel,Independent Non-Executive Director,NEX,investing
17700,Dong-Kyu Lee,Independent Outside Director,HYMLY,investing
17701,Stephen Bird,CEO & Director,ABDN,investing
17702,John Phimister Sievwright,Independent Non-Executive Director,BURF,investing
17703,Barbara Cominelli,Independent Director,AGL,investing
17704,Jaehoon Chang,"President, CEO & Director",HYMLY,investing
17705,Linda Hickey,Director,GNC,investing
17706,Laura Cioli,Independent Director,AGL,investing
17707,Martin St. Clair Pike,Independent Non-Executive Director,ABDN,investing
17708,Hugh Steven Wilson,Independent Chairman,BURF,investing
17709,Ji Yun Lee,Independent Director,HYMLY,investing
17710,Maria Pierdicchi,Lead Independent Director,AGL,investing
17711,Stephanie Jane Bruce,CFO & Executive Director,ABDN,investing
17712,Eon Tae Ha,VP & Executive Director,HYMLY,investing
17713,Massimo Catullo,Statutory Auditor,AGL,investing
17714,Douglas Jardine Flint,Independent Non-Executive Chairman of the Board,ABDN,investing
17715,Swaminathan Janakiraman,"MD of Risk, Compliance & Stresses Assets Resolution Group and Director",SBIq,investing
17716,Challa Sreenivasulu Setty,MD of Retail & Digital Banking and Director,SBIq,investing
17717,Pushpendra Rai,Independent Non-Executive Director,SBIq,investing
17718,Ketan S. Vikamsey,Independent Non-Executive Director,SBIq,investing
17719,Debasish Panda,GOI Nominee Director,SBIq,investing
17720,Mong-Koo Chung,Honorary Chairman,HYMLY,investing
17721,Simona Scarpaleggia,Independent Director,AGL,investing
17722,Jutta af Rosenborg,Independent Non-Executive Director,ABDN,investing
17723,Ashwini Kumar Tewari,"MD of International Banking, Technology & Subsidiaries and Director",SBIq,investing
17724,Dinesh Kumar Khara,Chairman of the Board,SBIq,investing
17725,Sang Hyun Kim,"CFO, Head of Finance & Accounting Division & Director",HYMLY,investing
17726,Gianmario Tondato da Ruos,"Group CEO, Director of the Internal Control & Risk System and Executive Director",AGL,investing
17727,Sanjeev Maheshwari,Non Executive Director,SBIq,investing
17728,Brian James McBride,Independent Non-Executive Director,ABDN,investing
17729,B. Venugopal,Independent Non-Executive Director,SBIq,investing
17730,Anil Kumar Sharma,Nominee Director,SBIq,investing
17731,Ashwani Bhatia,MD of Corporate Banking & Global Markets and Director,SBIq,investing
17732,Jorgen Buhl Rasmussen,Independent Chairman,NZYMb,investing
17733,Ganesh G. Natarajan,Independent Non-Executive Director,SBIq,investing
17734,Cornelis de Jong,Independent Vice Chairman,NZYMb,investing
17735,Paolo Zannoni,Chairman,AGL,investing
17736,Cecilia Reyes Leuzinger,Independent Non-Executive Director,ABDN,investing
17737,Heine Dalsgaard,Director,NZYMb,investing
17738,Mrugank Madhukar Paranjape,Independent Non-Executive Director,SBIq,investing
17739,Preben Nielsen,Employee Representative Director,NZYMb,investing
17740,Anders Hentze Knudsen,Employee Representative Director,NZYMb,investing
17741,Mathias Uhlen,Director,NZYMb,investing
17742,Cécile Bonnefond,Independent Director,IETB,investing
17743,Anne Breum,Employee Representative Director,NZYMb,investing
17744,Sophie Gasperment,Independent Director,IETB,investing
17745,Kasim Kutay,Director,NZYMb,investing
17746,Carolyn Cathleen Raffaeli,Independent Non-Executive Director,ABDN,investing
17747,Michel Alle,Non-Executive Director,IETB,investing
17748,Jens Øbro,Employee Representative Director,NZYMb,investing
17749,Michèle Sioen,Non-Executive Director,IETB,investing
17750,Olivier Périer,Deputy Chairman,IETB,investing
17751,Pascal Minne,Non-Executive Director,IETB,investing
17752,Kim Stratton,Independent Director,NZYMb,investing
17753,Pierre-Olivier Beckers-Vieujant,Independent Non-Executive Director,IETB,investing
17754,Hannah M. Grove,Non-Executive Director,ABDN,investing
17755,Sharon James,Independent Director,NZYMb,investing
17756,Frédéric de Vuyst,Non-Executive Director,IETB,investing
17757,Denis Pettiaux,Non-Executive Director,IETB,investing
17758,Nicolas D'Ieteren,Chairman,IETB,investing
17759,Maurice Périer,Honorary Director,IETB,investing
17760,Christine Blondel,Independent Director,IETB,investing
17761,Florence Pierre,Independent Non-Executive Director,IWG,investing
17762,Jean G. K. Matterson,Chairperson,PHI,investing
17763,Mary Regina Henderson,Independent Non-Executive Director,IWG,investing
17764,Richard Frank Studwell,Director,PHI,investing
17765,Douglas Sutherland,Independent Chairman of the Board,IWG,investing
17766,Dominique Cyrot,Independent Director,IPAR,investing
17767,Ellyn Shenglin Cai,Member of the Supervisory Board,PALF,investing
17768,Edward George Creasy,Senior Independent Director,PHI,investing
17769,David Brie Adam,Director,CTY,investing
17770,Francois A. Pauly,Senior Independent Non-Executive Director,IWG,investing
17771,Douglas Christopher Patrick McDougall,Director,PHI,investing
17772,Chantal Roos,Independent Director,IPAR,investing
17773,Alois Weiss,Works Council Delegated Member of the Supervisory Board,PALF,investing
17774,Philip John Remnant,Chairman,CTY,investing
17775,Wee-Li Hee,Non-Executive Director,PHI,investing
17776,Mark Dixon,CEO & Executive Director,IWG,investing
17777,Patrick Choël,Director,IPAR,investing
17778,Gerhard Rauch,1st Deputy Chairman of the Supervisory Board,PALF,investing
17779,Simon Barratt,Non-Executive Director,CTY,investing
17780,Elisabeth C. Scott,Non-Executive Director,PHI,investing
17781,Laurie L. Harris,Independent Non-Executive Director,IWG,investing
17782,Maurice Alhadève,Independent Director,IPAR,investing
17783,Hannes Bogner,Member of the Supervisory Board,PALF,investing
17784,Martin W. H. Morgan,Non-Executive Director,CTY,investing
17785,Glyn Hughes,CFO & Director,IWG,investing
17786,Philippe Benacin,"Co-Founder, Chairman & CEO",IPAR,investing
17787,Erwin Asen,Works Council Delegated Member of the Supervisory Board,PALF,investing
17788,Richard A. Hextall,Senior Independent Director,CTY,investing
17789,Véronique Gabaï-Pinsky,Director,IPAR,investing
17790,Hubert Palfinger,Chairman of the Supervisory Board,PALF,investing
17791,Barry Lee Stowe,Director,ZURN,investing
17792,Michael Halbherr,Director,ZURN,investing
17793,Michel M. Lies,Independent Chairman of the Board,ZURN,investing
17794,Jasmin Staiblin,Director,ZURN,investing
17795,Kishore Mahbubani,Independent Director,ZURN,investing
17796,Sabine Keller-Busse,Director,ZURN,investing
17797,Philippe Santi,"Chief Financial & Legal Officer, Executive VP and Director",IPAR,investing
17798,Catherine Pombier Bessant,Independent Director,ZURN,investing
17799,Hannes Andreas Palfinger,2nd Deputy Chairman of the Supervisory Board,PALF,investing
17800,Joan Lordi C. Amble,Independent Director,ZURN,investing
17801,Kjell Bjordal,Independent Deputy Chair of the Board,ENTRA,investing
17802,Hans-Peter Fischer,Member of Supervisory Board,VOWG,investing
17803,Sybella Stanley,Non-Executive Director,MRCH,investing
17804,Frédéric Garcia-Pelayo,"Executive VP, Chief International Officer, COO & Director",IPAR,investing
17805,Peter Mosch,Member of Supervisory Board,VOWG,investing
17806,Monica Machler,Independent Director,ZURN,investing
